date,sma_10,sma_50,sma_200,mom_1,mom_20,mom_50,rsi_7,rsi_14,slowd,slowk,dema_10,dema_50,adx,cci_10,cci_20,aroon up,aroon down,mfi,chaikin a/d,obv
2012-03-08,22.644,20.7742,26.269,0.81,2.05,3.99,72.0338,65.5979,80.6417,82.8128,23.4099,21.6818,20.1552,126.1261,147.4828,100.0,64.2857,72.9569,23037085.9459,37323300.0
2012-03-09,22.721,20.8538,26.1922,-0.48,1.33,3.98,61.6037,60.8129,81.6474,83.3853,23.5101,21.8213,20.733,89.4548,113.4964,92.8571,57.1429,70.0291,22496508.3948,36607400.0
2012-03-12,22.799,20.9166,26.1319,-0.53,1.67,3.14,51.9194,55.9592,81.682,78.848,23.4006,21.9118,20.4286,36.5167,63.8535,85.7143,50.0,62.0019,21956349.5713,35927200.0
2012-03-13,22.948,20.9966,26.0755,0.56,2.56,4.0,59.7242,59.6259,78.944,74.5987,23.4972,22.04,20.4946,68.5015,95.9298,78.5714,42.8571,73.1362,21704307.7716,37878400.0
2012-03-14,23.228,21.0846,26.0238,0.6,2.6,4.4,66.518,63.1646,77.9676,80.4562,23.7603,22.2067,20.8718,108.7285,125.1168,100.0,35.7143,74.4537,23334507.7716,40052000.0
2012-03-15,23.465,21.1692,25.9764,-0.13,2.399,4.23,63.7978,61.8987,81.7164,90.0943,23.9047,22.3535,21.2221,104.7601,121.9247,92.8571,28.5714,74.3658,23639890.6288,38864400.0
2012-03-16,23.607,21.2798,25.9385,0.71,2.97,5.53,71.2812,65.9163,88.9211,96.2129,24.2382,22.5461,22.1574,157.5713,155.5174,100.0,21.4286,79.0121,25656619.1091,41175900.0
2012-03-19,23.737,21.3838,25.8934,-0.19,2.43,5.2,66.9598,63.9723,93.6105,94.5244,24.4132,22.7125,23.1063,127.5848,145.6805,100.0,14.2857,84.0924,25903377.6457,39730600.0
2012-03-20,23.827,21.4922,25.846,-0.46,0.46,5.42,57.1702,59.4044,93.7038,90.374,24.3809,22.8335,23.0395,36.0891,85.2936,92.8571,7.1429,86.185,26067001.5587,38894300.0
2012-03-21,23.934,21.6018,25.7959,0.18,1.58,5.48,59.8499,60.5903,89.7412,84.3253,24.4072,22.9609,23.1595,64.3531,94.0582,85.7143,0.0,90.8587,26121294.2425,39340000.0
2012-03-22,23.914,21.6996,25.7397,-0.46,0.78,4.89,50.4405,56.0817,82.0548,71.4652,24.2662,23.0451,22.9333,-21.0042,51.5882,78.5714,0.0,87.4544,25995768.8266,38813300.0
2012-03-23,23.968,21.7958,25.6933,0.26,1.31,4.81,55.0958,57.9847,73.5083,64.7345,24.2407,23.1438,22.7246,-5.2787,55.8174,71.4286,0.0,86.1093,26741968.8266,39772700.0
2012-03-26,24.102,21.9004,25.6507,0.27,2.12,5.23,59.684,59.9266,66.0402,61.9208,24.3052,23.2571,23.0147,55.1585,79.4076,64.2857,0.0,86.2837,27495897.3981,41883700.0
2012-03-27,24.247,22.0274,25.6163,0.67,2.94,6.35,68.8873,64.3321,67.3999,75.5444,24.5691,23.4147,23.9319,150.3974,119.889,100.0,21.4286,86.9063,29660556.2216,44788900.0
2012-03-28,24.337,22.1614,25.5847,0.05,3.7,6.7,69.4937,64.6445,74.3864,85.694,24.7748,23.5665,24.9082,158.2634,145.8003,100.0,14.2857,86.7692,30035044.4569,46911000.0
2012-03-29,24.475,22.298,25.5534,0.35,3.75,6.83,73.6822,66.8341,85.1663,94.2604,25.0357,23.7356,26.0071,145.8493,170.1399,100.0,7.1429,90.664,31385208.0932,48561200.0
2012-03-30,24.694,22.4604,25.5364,1.52,3.61,8.12,84.4792,74.283,91.6784,95.0808,25.7232,24.0112,28.1777,209.0662,264.6414,100.0,0.0,94.6106,34620860.9965,52449000.0
2012-04-02,24.9455,22.6257,25.5188,0.135,3.815,8.265,85.1121,74.8239,93.1826,90.2067,26.266,24.2803,30.7302,182.5726,268.4931,100.0,0.0,95.1237,32307235.9965,56463000.0
2012-04-03,25.2095,22.7903,25.4981,-0.335,3.54,8.23,76.1254,70.8425,88.5889,80.4791,26.543,24.5071,32.7849,104.7992,177.6404,92.8571,0.0,89.2968,31742127.4858,55065100.0
2012-04-04,25.3925,22.9367,25.4767,-0.63,2.9,7.32,61.8072,63.9508,79.0946,66.598,26.5244,24.6714,33.4311,47.8524,107.4166,85.7143,21.4286,84.0235,31487542.7401,53699600.0
2012-04-05,25.6795,23.0733,25.4542,0.58,2.67,6.83,68.2261,67.1219,70.2226,63.5908,26.6877,24.8698,34.2066,53.2263,110.7965,78.5714,14.2857,83.3637,32517412.5514,54844700.0
2012-04-09,25.9385,23.1875,25.4336,-0.02,3.13,5.71,67.7679,66.9034,64.4263,63.0901,26.7881,25.0541,35.1425,54.5367,106.3489,71.4286,7.1429,82.8166,32580690.3292,54275200.0
2012-04-10,26.0675,23.2849,25.4056,-1.03,2.63,4.87,48.2845,56.6698,62.0293,59.4071,26.5086,25.1473,34.854,-14.4484,54.8434,64.2857,0.0,82.1097,31890115.8334,53296000.0
2012-04-11,26.1975,23.4051,25.3791,0.68,2.75,6.01,57.6603,60.9198,59.6738,56.5243,26.5153,25.2864,34.5862,0.478,65.7182,57.1429,7.1429,82.5445,32223949.1667,54297500.0
2012-04-12,26.3545,23.5297,25.3495,0.32,2.47,6.2299,61.4931,62.7705,57.3063,55.9874,26.6168,25.4408,34.5462,9.9548,69.6799,50.0,0.0,84.948,32975527.0602,55461300.0
2012-04-13,26.4755,23.6479,25.3123,-0.01,2.59,5.91,61.2908,62.6706,58.2608,62.2705,26.6799,25.5843,34.5091,-0.423,66.5602,42.8571,0.0,84.97,33666438.8249,54557800.0
2012-04-16,26.4345,23.7493,25.2707,-0.1,1.78,5.07,59.0255,61.6148,60.1862,62.3005,26.6851,25.7106,34.7124,20.0147,65.8507,35.7143,0.0,84.2987,33433777.8529,53685000.0
2012-04-17,26.447,23.8555,25.2288,0.67,2.64,5.31,68.2097,65.775,62.8791,64.0663,26.9026,25.8799,35.6632,209.5853,105.7017,28.5714,0.0,84.2953,32302112.7153,56309500.0
2012-04-18,26.471,23.9637,25.1849,-0.22,2.88,5.41,62.8159,63.3472,63.5867,64.3933,26.983,26.0212,36.0049,90.8195,71.8966,21.4286,0.0,80.1577,32601279.988,55594100.0
2012-04-19,26.597,24.0797,25.151,0.39,3.09,5.8,68.0424,65.7599,65.4778,67.9739,27.1634,26.1829,36.6202,129.8382,92.9455,14.2857,0.0,80.3416,33387961.8062,57324800.0
2012-04-20,26.6,24.1747,25.1146,-0.65,2.9,4.75,53.4377,58.8114,64.0442,59.7655,27.0737,26.284,36.6512,52.4977,67.5336,7.1429,42.8571,71.4419,32476133.2348,56083700.0
2012-04-23,26.524,24.2487,25.073,-0.81,1.83,3.7,40.7282,51.5074,58.8919,48.9363,26.732,26.3155,34.3966,-123.4667,-43.3291,0.0,100.0,58.4693,32689517.4772,54552900.0
2012-04-24,26.421,24.3141,25.016,-1.3,0.26,3.27,28.1791,42.405,46.1511,29.7514,26.0439,26.2439,32.4231,-208.1586,-151.7874,64.2857,100.0,57.7672,31900518.0689,52821200.0
2012-04-25,26.25,24.3861,24.968,0.0,-0.41,3.6,28.1791,42.405,32.3681,18.4167,25.5336,26.1753,30.5905,-136.4875,-145.8718,57.1429,92.8571,67.4994,29676026.2656,52821200.0
2012-04-26,25.93,24.4235,24.9172,-1.17,-1.63,1.87,20.4575,35.8011,19.6659,10.8295,24.7724,26.0194,30.1749,-139.9161,-210.7717,50.0,100.0,54.4972,26929521.5199,48981300.0
2012-04-27,25.743,24.4859,24.8682,1.32,-0.66,3.119,41.5418,46.0157,15.922,18.5196,24.6528,25.9729,29.7889,-92.5384,-166.0119,42.8571,100.0,58.2555,28023142.9774,51655800.0
2012-04-30,25.469,24.5261,24.8159,-0.97,-3.15,2.01,33.8495,40.8696,16.3467,19.6909,24.2533,25.8535,29.4304,-86.34,-154.3153,35.7143,92.8571,57.1779,26767178.2715,50130700.0
2012-05-01,25.148,24.5633,24.7606,0.2,-3.085,1.86,36.6704,42.3024,20.5325,23.3871,24.0344,25.7553,29.2488,-86.6437,-147.8563,28.5714,85.7143,52.6724,27344448.8597,51357400.0
2012-05-02,24.865,24.5735,24.7014,0.16,-2.59,0.51,39.0944,43.4822,20.7885,19.2876,23.9369,25.6741,28.4158,-58.0059,-105.3935,21.4286,78.5714,52.7812,26913389.4003,52686500.0
2012-05-03,24.528,24.5995,24.6423,-0.15,-2.11,1.3,37.5235,42.6027,21.1246,20.6989,23.8269,25.5853,28.1234,-79.527,-111.6511,14.2857,71.4286,48.4739,27610056.0669,51432500.0
2012-05-04,24.198,24.6071,24.5841,-0.58,-3.27,0.38,31.7654,39.293,18.9516,16.8683,23.5648,25.4561,27.9141,-104.9679,-109.6681,7.1429,64.2857,42.5532,25935522.7336,49052900.0
2012-05-07,23.871,24.6045,24.5223,-0.78,-4.03,-0.13,25.6015,35.3192,16.8014,12.837,23.1245,25.2736,28.6868,-206.3742,-142.6382,0.0,100.0,31.9579,25960656.0669,46112300.0
2012-05-08,23.599,24.5977,24.4532,-0.75,-3.75,-0.34,21.0248,31.9711,12.3451,7.3299,22.5634,25.0433,29.6309,-186.9071,-148.6185,14.2857,100.0,31.0191,24904460.3222,44339400.0
2012-05-09,23.325,24.5935,24.3794,-0.02,-4.45,-0.21,20.9085,31.8843,9.5615,8.5177,22.1567,24.8242,30.8584,-148.2313,-148.2353,7.1429,100.0,25.1441,25372655.0591,43530700.0
2012-05-10,23.181,24.6061,24.3018,0.13,-4.64,0.63,24.0923,33.1547,8.7119,10.2882,21.9155,24.6274,31.5265,-87.5091,-117.9596,0.0,92.8571,29.4871,25023051.5503,44702900.0
2012-05-11,22.952,24.6221,24.2212,0.47,-4.16,0.8,35.1098,37.68,12.4312,18.4877,21.91,24.4776,31.4265,-53.3979,-97.0497,0.0,85.7143,37.4233,25909706.7227,47274200.0
2012-05-14,22.733,24.5875,24.1402,-0.87,-4.93,-1.73,26.731,33.1996,15.5622,17.9107,21.6349,24.2693,31.5123,-75.9766,-110.5811,14.2857,78.5714,39.22,25480741.3762,46680700.0
2012-05-15,22.488,24.5531,24.0726,-0.06,-5.66,-1.72,26.2274,32.909,17.2874,15.4639,21.4274,24.0682,31.5919,-73.1485,-105.6911,7.1429,71.4286,31.254,24764035.4938,45919200.0
2012-05-16,22.298,24.5341,24.0196,0.71,-4.73,-0.95,41.4546,39.6423,16.0598,14.8049,21.5246,23.9331,30.6468,-10.3886,-70.5604,0.0,64.2857,40.5736,24471090.4037,47147600.0
2012-05-17,22.005,24.4913,23.9622,-1.18,-6.3,-2.14,29.6058,33.6058,14.3823,12.878,21.2213,23.715,30.6089,-105.5613,-101.6351,0.0,100.0,30.4361,23678156.6537,46140700.0
2012-05-18,21.717,24.4217,23.8934,-0.53,-6.18,-3.48,25.7492,31.3003,13.124,11.689,20.8357,23.4687,30.9973,-191.423,-126.1087,0.0,100.0,29.8962,22309909.196,43958900.0
2012-05-21,21.585,24.3773,23.8366,0.78,-4.59,-2.22,39.3209,38.0374,13.1743,14.9559,20.8234,23.2968,31.8919,-153.6045,-119.8615,7.1429,100.0,29.4158,24044218.2869,45750700.0
2012-05-22,21.519,24.3417,23.7882,-0.09,-3.38,-1.78,38.3766,37.5795,17.5467,25.9952,20.7994,23.1279,32.2535,-46.1354,-80.2003,0.0,92.8571,26.5515,23738489.4734,45128700.0
2012-05-23,21.431,24.2901,23.7576,-0.24,-3.62,-2.58,35.7088,36.3237,25.3733,35.1688,20.716,22.9506,32.8567,-83.4668,-98.0245,0.0,85.7143,26.5558,24435201.1013,43702100.0
2012-05-24,21.266,24.2137,23.7102,-0.64,-3.09,-3.82,29.3591,33.1429,30.7335,31.0365,20.4553,22.7346,33.7062,-102.4394,-112.2963,0.0,78.5714,28.3669,23549143.3693,42419300.0
2012-05-25,21.071,24.1433,23.6638,0.17,-4.24,-3.52,33.0485,34.7767,31.6875,28.8573,20.3312,22.5445,34.5012,-95.8423,-112.3532,0.0,71.4286,32.4245,23766830.8693,42999800.0
2012-05-29,21.023,24.0707,23.6158,0.6,-2.67,-3.63,44.8983,40.32,31.3385,34.1216,20.4504,22.4119,34.0118,-12.0809,-67.1426,42.8571,64.2857,40.0243,23993293.7907,44060600.0
2012-05-30,20.918,23.9893,23.5646,-0.63,-3.5,-4.07,36.8982,36.7848,33.0945,36.3046,20.3418,22.239,33.8012,-71.093,-95.9828,35.7143,57.1429,40.2144,23714815.5298,43292000.0
2012-05-31,20.693,23.9073,23.5113,-0.49,-4.15,-4.1,31.7627,34.2682,33.8716,31.1885,20.1097,22.0389,33.9227,-144.6078,-123.4505,28.5714,50.0,32.8257,22948912.4048,41850300.0
2012-06-01,20.442,23.7929,23.4578,-1.44,-5.44,-5.72,21.5021,28.1691,28.1018,16.8121,19.4723,21.7403,34.9649,-248.2678,-193.7313,21.4286,100.0,18.308,21608232.4048,40022100.0
2012-06-04,20.303,23.6995,23.4032,0.59,-4.27,-4.67,32.0021,33.3994,20.3197,12.9584,19.2082,21.5049,35.9326,-146.3166,-168.3532,14.2857,92.8571,23.6408,21801034.4456,41071800.0
2012-06-05,20.073,23.5983,23.3501,-0.13,-3.62,-5.06,30.9383,32.8321,14.2477,12.9727,18.9842,21.2739,36.859,-118.2052,-163.9257,7.1429,85.7143,22.5729,23022903.9371,39313500.0
2012-06-06,19.836,23.4885,23.2941,-0.16,-3.03,-5.49,29.5288,32.1093,13.817,15.5199,18.7802,21.0449,37.254,-84.4698,-138.0376,0.0,78.5714,22.2411,22378934.4927,37949800.0
2012-06-07,19.632,23.3671,23.2433,0.09,-2.92,-6.07,31.5745,33.0028,14.7327,15.7053,18.6737,20.8368,37.6207,-61.6331,-115.4857,0.0,71.4286,30.1841,21236056.9417,39646800.0
2012-06-08,19.499,23.2461,23.1934,0.07,-2.98,-6.05,33.3307,33.7334,16.2551,17.5401,18.6324,20.6472,38.1734,-59.615,-109.06,14.2857,64.2857,31.9359,21657356.9417,40949000.0
2012-06-11,19.225,23.0933,23.1272,-1.24,-4.69,-7.64,21.7789,27.9247,15.6062,13.5731,18.2053,20.3742,39.2065,-106.1941,-134.51,7.1429,100.0,33.1011,20381641.2554,39602900.0
2012-06-12,18.863,22.9045,23.0618,-0.28,-4.1,-9.44,19.9567,26.8024,13.2363,8.5958,17.8105,20.0965,40.3844,-185.7311,-153.2734,0.0,100.0,27.6269,19607037.5517,37701600.0
2012-06-13,18.539,22.708,22.9955,-0.25,-4.29,-9.825,18.3569,25.8051,8.8732,4.4506,17.451,19.8169,41.7222,-159.0404,-147.7192,21.4286,100.0,27.7439,19546248.6628,36060300.0
2012-06-14,18.212,22.5078,22.927,-0.52,-5.52,-10.01,15.3675,23.8199,5.7426,4.1815,17.0294,19.5147,43.0335,-133.755,-145.4545,14.2857,100.0,27.6277,17943284.1059,34415700.0
2012-06-15,18.119,22.3382,22.865,0.9,-3.44,-8.48,36.3108,33.3737,5.9694,9.2761,17.0326,19.3006,43.7729,-73.9917,-110.8862,7.1429,92.8571,38.3193,20281823.4317,37617700.0
2012-06-18,18.067,22.177,22.803,1.0,-1.91,-8.06,51.7792,42.0673,11.6432,21.4719,17.3827,19.1771,42.3775,20.6731,-51.5004,0.0,85.7143,44.9735,22204322.0618,41516100.0
2012-06-19,18.053,22.0212,22.7411,0.25,-2.44,-7.79,54.9692,44.0334,23.7493,40.4998,17.7386,19.0814,40.967,62.823,-22.8115,0.0,78.5714,50.3007,22769330.5364,43270600.0
2012-06-20,18.03,21.881,22.682,-0.25,-2.6,-7.01,51.0307,42.4808,38.2704,52.8394,17.9296,18.9735,39.7049,51.189,-28.6833,0.0,71.4286,51.5675,22680711.4888,42340100.0
2012-06-21,17.916,21.7108,22.6246,-0.82,-3.18,-8.51,40.0501,37.7759,48.0005,50.6623,17.8073,18.8101,39.1953,10.9599,-58.8086,0.0,64.2857,53.752,21962347.8524,41462100.0
2012-06-22,17.804,21.536,22.5647,0.09,-2.45,-8.74,41.6576,38.5799,49.9324,46.2957,17.7529,18.6646,38.722,5.9059,-62.7799,0.0,57.1429,47.1306,20550638.7615,43680500.0
2012-06-25,17.764,21.351,22.5,-0.52,-3.14,-9.25,35.2807,35.7088,44.256,35.8099,17.5472,18.489,38.8817,-56.1732,-98.489,7.1429,50.0,45.6719,20167513.7615,40922000.0
2012-06-26,17.758,21.1692,22.4372,0.06,-3.68,-9.09,36.5874,36.2979,38.0559,32.0622,17.4214,18.3297,38.8534,-39.6855,-80.5347,0.0,42.8571,44.4801,19722763.7615,41811500.0
2012-06-27,17.826,20.9838,22.3814,0.49,-2.56,-9.27,46.8182,41.0485,33.6732,33.1476,17.4975,18.2189,38.3299,-8.7523,-45.6262,0.0,35.7143,43.6817,20175272.3329,43251300.0
2012-06-28,17.954,20.8044,22.3292,0.08,-1.99,-8.97,48.4038,41.8114,35.6601,41.7706,17.5869,18.1222,37.4605,-17.4385,-33.1293,7.1429,28.5714,49.4731,20630111.9556,44858400.0
2012-06-29,18.103,20.6394,22.2786,1.11,0.56,-8.25,65.1994,51.2408,45.7061,62.2,18.0254,18.118,35.1037,124.0598,84.8991,100.0,21.4286,56.8886,21701352.3112,47373800.0
2012-07-02,18.144,20.4858,22.2248,-0.08,-0.11,-7.68,63.4623,50.6044,59.63,74.9193,18.3263,18.1094,32.9152,113.4008,101.5859,92.8571,14.2857,63.2952,20943787.0938,45921800.0
2012-07-03,18.19,20.3544,22.1711,0.3,0.32,-6.57,67.2765,52.9639,73.8802,84.5212,18.6482,18.1258,31.0495,130.8287,131.4765,100.0,7.1429,68.5459,20523083.9359,46896600.0
2012-07-05,18.359,20.2686,22.1245,0.98,1.46,-4.29,76.59,59.7308,81.899,86.2566,19.2082,18.2181,29.9093,148.3014,183.3435,100.0,0.0,74.7165,21220891.4359,48538500.0
2012-07-06,18.475,20.1558,22.0759,-1.35,0.02,-5.64,52.552,49.2248,82.2324,75.9195,19.1712,18.2027,27.8235,61.4384,98.2012,92.8571,0.0,66.6259,19884870.9979,46974100.0
2012-07-09,18.577,20.0654,22.0304,-0.05,-0.1,-4.52,51.8489,48.8819,76.4504,67.1752,19.121,18.1856,26.3122,15.3738,51.4229,85.7143,35.7143,56.8827,20263629.4198,45732300.0
2012-07-10,18.681,19.9386,21.9951,-0.5,0.64,-6.34,44.8481,45.4704,63.9818,48.8506,18.9131,18.1324,25.1492,-19.6819,25.1782,78.5714,28.5714,50.523,19620413.7571,44725000.0
2012-07-11,18.785,19.8324,21.9595,0.06,0.98,-5.31,45.8713,45.9578,53.3943,44.1571,18.7752,18.0883,24.0919,-40.4756,18.563,71.4286,21.4286,51.0071,19355249.8682,45459300.0
2012-07-12,18.829,19.72,21.9257,-0.11,1.12,-5.62,44.1205,45.1609,43.9655,38.8889,18.6344,18.0396,23.3775,-85.3664,-12.4329,64.2857,14.2857,50.344,19752876.7913,44310600.0
2012-07-13,18.891,19.6096,21.8867,0.26,1.9,-5.52,49.4417,47.4792,41.3155,40.9004,18.6151,18.015,22.3781,-66.4764,7.9388,57.1429,7.1429,57.1056,19938355.4779,44783300.0
2012-07-16,18.77,19.4878,21.8614,-0.72,0.28,-6.09,37.8094,42.1634,37.8411,33.7341,18.3623,17.9378,22.0777,-105.1565,-52.1438,50.0,0.0,62.131,19156279.9224,43748200.0
2012-07-17,18.674,19.381,21.8384,0.17,-0.55,-5.34,41.5946,43.7644,34.5602,29.046,18.232,17.8795,21.7989,-96.8492,-59.6961,42.8571,0.0,54.5007,19610359.9224,45605800.0
2012-07-18,18.616,19.3034,21.8296,0.68,-0.12,-3.88,54.5141,49.7555,30.5623,28.9068,18.3622,17.8781,20.2548,-19.3845,9.8659,35.7143,7.1429,53.7913,20058433.6929,46699100.0
2012-07-19,18.536,19.256,21.832,0.76,0.89,-2.37,64.6968,55.4661,33.7895,43.4158,18.7115,17.9365,19.435,140.6867,92.2156,28.5714,0.0,55.12,21604310.3162,48716600.0
2012-07-20,18.543,19.1994,21.8328,-0.48,1.23,-2.83,55.536,51.486,41.0015,50.6821,18.811,17.9559,18.6008,112.4133,59.1998,21.4286,78.5714,43.8323,21201739.3803,47129300.0
2012-07-23,18.512,19.1316,21.8262,-0.43,0.71,-3.39,48.3768,48.1525,46.5983,45.697,18.7408,17.9422,17.611,-21.7285,-16.5538,14.2857,71.4286,36.8075,21791337.6259,46221000.0
2012-07-24,18.559,19.06,21.8194,0.28,1.51,-3.58,52.9815,50.4043,44.8132,38.0606,18.7797,17.9521,16.7878,72.1213,31.8889,7.1429,64.2857,38.096,21495337.6259,47582600.0
2012-07-25,18.618,19.0094,21.8153,0.18,1.63,-2.53,55.9296,51.852,41.3792,40.38,18.8665,17.9763,16.0235,67.9934,34.5137,0.0,57.1429,35.3753,21768527.5484,48589500.0
2012-07-26,18.688,18.96,21.8025,0.0,1.14,-2.47,55.9296,51.852,44.1304,53.9504,18.9291,18.0003,15.6511,83.7895,57.5124,0.0,50.0,43.4377,20893741.5835,48589500.0
2012-07-27,18.854,18.9208,21.7822,1.22,2.28,-1.96,72.08,60.8377,55.6639,72.6614,19.3766,18.1178,16.2293,137.4135,130.6705,100.0,42.8571,53.469,22682886.8873,50626200.0
2012-07-30,19.153,18.9174,21.7682,0.61,1.78,-0.17,76.9974,64.4139,71.2069,87.009,19.9058,18.2764,17.3681,212.5025,225.8764,100.0,35.7143,64.2474,24486829.8416,53772300.0
2012-07-31,19.275,18.8926,21.7431,-1.6,0.26,-1.24,50.0322,51.2058,78.7705,76.6413,19.7616,18.3037,16.7695,90.7595,113.5374,100.0,28.5714,57.2501,21920178.0488,50803500.0
2012-08-01,19.38,18.8624,21.721,0.51,0.47,-1.51,55.7899,54.4145,75.2721,62.1661,19.8161,18.3695,16.2137,39.2901,75.7039,92.8571,21.4286,53.5686,22717521.8844,53334200.0
2012-08-02,19.36,18.8242,21.6952,-0.49,-1.0,-1.91,49.4083,50.948,60.8235,43.6632,19.6881,18.3947,15.4698,6.5477,56.797,85.7143,14.2857,50.4115,22093793.9041,52333100.0
2012-08-03,19.51,18.8152,21.6763,1.22,1.57,-0.45,62.0258,58.1043,53.4188,54.4271,19.9912,18.5131,15.4942,80.5151,127.9346,78.5714,7.1429,56.9052,23791248.039,54539400.0
2012-08-06,19.7888,18.8362,21.6593,0.858,2.478,1.048,68.4764,62.273,54.838,66.4236,20.4936,18.6914,16.5315,158.3159,191.7146,100.0,0.0,64.9403,24758598.9251,56869300.0
2012-08-07,19.9928,18.8444,21.6382,-0.468,2.51,0.41,61.7963,58.8343,66.36,78.2292,20.7028,18.824,17.4947,117.2351,156.7916,92.8571,0.0,60.3515,23919813.2108,55695000.0
2012-08-08,20.2038,18.8456,21.6117,0.25,2.7,0.06,63.9859,60.1017,75.4458,81.6846,20.9307,18.9688,18.2968,86.9315,129.9959,85.7143,14.2857,53.7113,24820420.9031,57072400.0
2012-08-09,20.3938,18.8552,21.5785,-0.21,2.6,0.48,60.5831,58.4731,79.1708,77.5986,21.0197,19.0896,19.0417,60.691,107.758,78.5714,7.1429,56.3582,24827291.0062,56739200.0
2012-08-10,20.4338,18.869,21.5558,-0.28,2.06,0.69,55.9544,56.2831,77.7628,74.0053,20.9828,19.1824,19.1512,22.6332,78.5909,71.4286,0.0,55.6889,24735324.9045,55654000.0
2012-08-13,20.3908,18.9072,21.5288,-0.22,2.56,1.91,52.2921,54.5543,72.511,65.9293,20.8734,19.2533,19.0413,9.1333,61.5688,64.2857,21.4286,51.7846,24454155.3393,55066100.0
2012-08-14,20.4878,18.9296,21.4911,-0.2,2.19,1.12,48.8976,52.9616,65.8769,57.6962,20.7184,19.3051,18.6664,-26.4341,36.8152,57.1429,14.2857,47.7856,24041801.1672,54180900.0
2012-08-15,20.5268,18.9532,21.4511,-0.07,1.44,1.18,47.635,52.3851,58.7756,52.7013,20.5743,19.349,17.7493,-70.0764,11.8672,50.0,7.1429,43.7463,24255619.349,53475300.0
2012-08-16,20.7478,19.0066,21.4208,1.33,2.01,2.67,66.697,61.058,57.7463,62.8412,20.9029,19.493,18.2398,66.4758,92.7325,42.8571,0.0,41.8006,25323102.4869,54660700.0
2012-08-17,20.8248,19.0538,21.3935,-0.22,2.27,2.36,62.3191,59.1391,62.6254,72.3337,21.0685,19.612,18.7789,98.5792,106.5518,35.7143,7.1429,34.7963,25210065.1735,53819200.0
2012-08-20,20.781,19.0926,21.3678,-0.35,2.35,1.94,55.5513,56.1175,71.113,78.1642,21.0693,19.6974,18.5875,25.5149,63.7419,28.5714,0.0,38.9073,25246111.6524,52966100.0
2012-08-21,20.805,19.1604,21.3302,0.21,2.28,3.39,58.6915,57.5199,74.7294,73.6904,21.1334,19.7942,18.7116,60.3491,73.9039,21.4286,7.1429,49.0522,25439720.1951,54007400.0
2012-08-22,20.812,19.2354,21.2933,0.08,2.18,3.75,59.9491,58.0697,74.6761,72.1738,21.2016,19.8918,18.8269,72.4321,77.7473,14.2857,0.0,54.0647,25697634.1486,54591100.0
2012-08-23,20.821,19.3116,21.2604,-0.19,1.99,3.81,55.2856,56.2091,72.1233,70.5056,21.1838,19.9692,18.3391,24.5093,44.5211,7.1429,0.0,44.2217,26032630.974,53910300.0
2012-08-24,20.853,19.3972,21.2272,-0.05,0.72,4.28,53.996,55.7033,69.9609,67.2032,21.1489,20.0384,17.926,18.0623,38.5947,0.0,50.0,31.0551,26193308.5859,53343700.0
2012-08-27,20.89,19.4614,21.204,-0.17,-0.06,3.21,49.423,53.9265,66.129,60.6783,21.0624,20.0906,17.5989,8.6294,34.692,57.1429,42.8571,32.9125,25961044.0698,52829400.0
2012-08-28,20.987,19.5136,21.1849,0.4,1.94,2.61,58.9634,57.372,64.5022,65.625,21.1271,20.1706,17.3841,46.1775,56.6729,50.0,35.7143,40.9202,26319753.7472,53385400.0
2012-08-29,21.085,19.5596,21.1628,-0.06,1.37,2.3,57.0792,56.6872,64.9599,68.5764,21.152,20.2414,17.3382,86.6191,74.5681,42.8571,28.5714,45.7819,26095333.7472,52744200.0
2012-08-30,20.98,19.5966,21.1367,-0.7,1.16,1.85,39.7778,49.2948,65.5093,62.3264,20.9359,20.2542,16.1691,-156.4534,-48.8356,35.7143,21.4286,47.4544,25544086.7593,52040300.0
2012-08-31,20.968,19.6642,21.1182,0.71,0.65,3.38,55.676,55.6169,64.1204,61.4583,21.0085,20.3209,15.0417,1.341,24.7545,28.5714,14.2857,55.0009,26316478.8456,53062800.0
2012-09-04,21.009,19.7336,21.1072,0.18,-0.028,3.47,58.8863,57.0781,62.8472,64.7569,21.1203,20.3975,14.6104,91.8271,85.4255,21.4286,7.1429,64.4082,26905392.0436,54337700.0
2012-09-05,21.073,19.8222,21.1059,0.44,0.88,4.43,65.9246,60.5012,70.351,84.8377,21.3466,20.5035,14.5648,197.8031,187.7353,100.0,0.0,71.4792,27789302.0388,55382200.0
2012-09-06,21.206,19.925,21.1102,0.77,1.4,5.14,74.7499,65.6622,80.0654,90.6016,21.7656,20.6624,15.7335,228.0835,274.9971,100.0,0.0,78.3578,31025992.1796,59978300.0
2012-09-07,21.402,20.0268,21.1264,0.44,2.05,5.09,78.4678,68.2178,88.6979,90.6545,22.2161,20.8457,17.5387,198.0643,310.7543,100.0,64.2857,81.9459,31393378.3865,63529700.0
2012-09-10,21.572,20.1208,21.1393,-0.31,2.02,4.7,69.9963,64.5715,88.0179,82.7976,22.4395,20.9944,19.152,114.2382,204.0745,92.8571,57.1429,82.1933,31466847.1203,62793100.0
2012-09-11,21.744,20.1896,21.1515,-0.15,2.09,3.44,65.9754,62.8218,82.932,75.3439,22.5461,21.1226,20.7211,88.5173,163.8372,85.7143,50.0,82.5092,30458098.8444,61521200.0
